month,region,product,product_name,revenue,units,orders
2011-07,Ireland (EIRE),22086,PAPER CHAIN KIT 50'S CHRISTMAS,306.0,120,1
2011-07,Ireland (EIRE),22197,SMALL POPCORN HOLDER,91.8,108,3
2011-07,Ireland (EIRE),22423,REGENCY CAKESTAND 3 TIER,806.0999999999999,70,8
2011-07,Ireland (EIRE),23166,MEDIUM CERAMIC TOP STORAGE JAR,474.84000000000003,396,4
2011-07,Ireland (EIRE),47566,PARTY BUNTING,318.6,76,2
2011-07,Ireland (EIRE),84879,ASSORTED COLOUR BIRD ORNAMENT,67.6,40,4
2011-07,Ireland (EIRE),85123A,WHITE HANGING HEART T-LIGHT HOLDER,106.20000000000002,36,2
2011-07,Ireland (EIRE),ALL OTHER PRODUCTS,All other products,39889.71,21131,27
2011-07,Rest of Europe,20725,LUNCH BAG RED RETROSPOT,425.5,270,12
2011-07,Rest of Europe,22197,SMALL POPCORN HOLDER,13.6,16,2
2011-07,Rest of Europe,22386,JUMBO BAG PINK POLKADOT,62.400000000000006,30,3
2011-07,Rest of Europe,22423,REGENCY CAKESTAND 3 TIER,1019.55,89,14
2011-07,Rest of Europe,23166,MEDIUM CERAMIC TOP STORAGE JAR,15.0,12,1
2011-07,Rest of Europe,47566,PARTY BUNTING,158.4,32,4
2011-07,Rest of Europe,79321,CHILLI LIGHTS,23.0,4,1
2011-07,Rest of Europe,84879,ASSORTED COLOUR BIRD ORNAMENT,111.53999999999999,66,4
2011-07,Rest of Europe,85099B,JUMBO BAG RED RETROSPOT,166.4,80,6
2011-07,Rest of Europe,85123A,WHITE HANGING HEART T-LIGHT HOLDER,41.300000000000004,14,2
2011-07,Rest of Europe,ALL OTHER PRODUCTS,All other products,49959.29,31904,92
2011-07,Rest of World,20725,LUNCH BAG RED RETROSPOT,46.199999999999996,28,3
2011-07,Rest of World,22086,PAPER CHAIN KIT 50'S CHRISTMAS,70.80000000000001,24,2
2011-07,Rest of World,22197,SMALL POPCORN HOLDER,2.55,3,1
2011-07,Rest of World,22423,REGENCY CAKESTAND 3 TIER,563.8499999999999,51,5
2011-07,Rest of World,23166,MEDIUM CERAMIC TOP STORAGE JAR,1.25,1,1
2011-07,Rest of World,47566,PARTY BUNTING,286.70000000000005,66,3
2011-07,Rest of World,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,2.55,1,1
2011-07,Rest of World,84879,ASSORTED COLOUR BIRD ORNAMENT,10.14,6,2
2011-07,Rest of World,85099B,JUMBO BAG RED RETROSPOT,2.08,1,1
2011-07,Rest of World,85123A,WHITE HANGING HEART T-LIGHT HOLDER,81.6,32,1
2011-07,Rest of World,ALL OTHER PRODUCTS,All other products,15767.88,12301,16
2011-07,United Kingdom,20725,LUNCH BAG RED RETROSPOT,2278.13,1312,116
2011-07,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS,701.1300000000001,239,28
2011-07,United Kingdom,22197,SMALL POPCORN HOLDER,1432.05,1749,89
2011-07,United Kingdom,22386,JUMBO BAG PINK POLKADOT,3062.87,1499,114
2011-07,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,11546.609999999999,937,113
2011-07,United Kingdom,23166,MEDIUM CERAMIC TOP STORAGE JAR,366.62,322,20
2011-07,United Kingdom,47566,PARTY BUNTING,13812.800000000001,2584,178
2011-07,United Kingdom,79321,CHILLI LIGHTS,4266.24,835,36
2011-07,United Kingdom,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,269.85,127,3
2011-07,United Kingdom,84879,ASSORTED COLOUR BIRD ORNAMENT,2926.69,1725,94
2011-07,United Kingdom,85099B,JUMBO BAG RED RETROSPOT,6085.39,3048,177
2011-07,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8266.16,2924,153
2011-07,United Kingdom,ALL OTHER PRODUCTS,All other products,522134.37,314861,1310
2011-08,Ireland (EIRE),20725,LUNCH BAG RED RETROSPOT,16.5,10,1
2011-08,Ireland (EIRE),22086,PAPER CHAIN KIT 50'S CHRISTMAS,341.4,132,2
2011-08,Ireland (EIRE),22197,SMALL POPCORN HOLDER,112.19999999999999,132,4
2011-08,Ireland (EIRE),22386,JUMBO BAG PINK POLKADOT,104.0,50,1
2011-08,Ireland (EIRE),22423,REGENCY CAKESTAND 3 TIER,828.3,74,7
2011-08,Ireland (EIRE),23166,MEDIUM CERAMIC TOP STORAGE JAR,15.0,12,1
2011-08,Ireland (EIRE),85099B,JUMBO BAG RED RETROSPOT,70.72,34,3
2011-08,Ireland (EIRE),85123A,WHITE HANGING HEART T-LIGHT HOLDER,198.6,76,2
2011-08,Ireland (EIRE),ALL OTHER PRODUCTS,All other products,16357.48,9546,18
2011-08,Rest of Europe,20725,LUNCH BAG RED RETROSPOT,425.5,270,11
2011-08,Rest of Europe,22086,PAPER CHAIN KIT 50'S CHRISTMAS,17.700000000000003,6,1
2011-08,Rest of Europe,22197,SMALL POPCORN HOLDER,25.5,30,2
2011-08,Rest of Europe,22386,JUMBO BAG PINK POLKADOT,724.2,390,10
2011-08,Rest of Europe,22423,REGENCY CAKESTAND 3 TIER,1863.8999999999999,162,18
2011-08,Rest of Europe,47566,PARTY BUNTING,499.55000000000007,109,9
2011-08,Rest of Europe,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,168.3,66,2
2011-08,Rest of Europe,84879,ASSORTED COLOUR BIRD ORNAMENT,94.63999999999999,56,3
2011-08,Rest of Europe,85099B,JUMBO BAG RED RETROSPOT,1173.6,620,19
2011-08,Rest of Europe,85123A,WHITE HANGING HEART T-LIGHT HOLDER,176.0,64,5
2011-08,Rest of Europe,ALL OTHER PRODUCTS,All other products,91707.81,60349,118
2011-08,Rest of World,20725,LUNCH BAG RED RETROSPOT,16.5,10,1
2011-08,Rest of World,22197,SMALL POPCORN HOLDER,20.4,24,1
2011-08,Rest of World,22386,JUMBO BAG PINK POLKADOT,20.8,10,1
2011-08,Rest of World,22423,REGENCY CAKESTAND 3 TIER,452.4,40,3
2011-08,Rest of World,23166,MEDIUM CERAMIC TOP STORAGE JAR,114.84,108,2
2011-08,Rest of World,47566,PARTY BUNTING,415.00000000000006,100,1
2011-08,Rest of World,85099B,JUMBO BAG RED RETROSPOT,179.0,100,1
2011-08,Rest of World,ALL OTHER PRODUCTS,All other products,29380.61,16178,7
2011-08,United Kingdom,20725,LUNCH BAG RED RETROSPOT,3553.41,1862,144
2011-08,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS,969.94,350,29
2011-08,United Kingdom,22197,SMALL POPCORN HOLDER,3975.25,5235,74
2011-08,United Kingdom,22386,JUMBO BAG PINK POLKADOT,3879.73,1831,98
2011-08,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,7376.7,566,109
2011-08,United Kingdom,23166,MEDIUM CERAMIC TOP STORAGE JAR,410.37,307,36
2011-08,United Kingdom,47566,PARTY BUNTING,8780.300000000001,1486,145
2011-08,United Kingdom,79321,CHILLI LIGHTS,2260.33,398,31
2011-08,United Kingdom,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,134.73,50,10
2011-08,United Kingdom,84879,ASSORTED COLOUR BIRD ORNAMENT,9774.09,6489,108
2011-08,United Kingdom,85099B,JUMBO BAG RED RETROSPOT,9199.24,4648,154
2011-08,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5245.97,1935,136
2011-08,United Kingdom,ALL OTHER PRODUCTS,All other products,523135.99,306780,1183
2011-09,Ireland (EIRE),20725,LUNCH BAG RED RETROSPOT,145.0,100,1
2011-09,Ireland (EIRE),22086,PAPER CHAIN KIT 50'S CHRISTMAS,17.700000000000003,6,1
2011-09,Ireland (EIRE),22197,SMALL POPCORN HOLDER,71.39999999999999,84,4
2011-09,Ireland (EIRE),22423,REGENCY CAKESTAND 3 TIER,672.45,55,8
2011-09,Ireland (EIRE),23166,MEDIUM CERAMIC TOP STORAGE JAR,49.92,48,1
2011-09,Ireland (EIRE),47566,PARTY BUNTING,392.85,91,6
2011-09,Ireland (EIRE),84347,ROTATING SILVER ANGELS T-LIGHT HLDR,45.9,18,2
2011-09,Ireland (EIRE),84879,ASSORTED COLOUR BIRD ORNAMENT,202.8,120,6
2011-09,Ireland (EIRE),85099B,JUMBO BAG RED RETROSPOT,20.8,10,1
2011-09,Ireland (EIRE),85123A,WHITE HANGING HEART T-LIGHT HOLDER,159.3,54,6
2011-09,Ireland (EIRE),ALL OTHER PRODUCTS,All other products,40545.58,22385,37
2011-09,Rest of Europe,20725,LUNCH BAG RED RETROSPOT,653.0,420,17
2011-09,Rest of Europe,22086,PAPER CHAIN KIT 50'S CHRISTMAS,341.4,132,3
2011-09,Rest of Europe,22197,SMALL POPCORN HOLDER,204.6,256,8
2011-09,Rest of Europe,22386,JUMBO BAG PINK POLKADOT,462.0,250,6
2011-09,Rest of Europe,22423,REGENCY CAKESTAND 3 TIER,1172.55,101,18
2011-09,Rest of Europe,47566,PARTY BUNTING,178.2,36,6
2011-09,Rest of Europe,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,15.299999999999999,6,1
2011-09,Rest of Europe,84879,ASSORTED COLOUR BIRD ORNAMENT,353.68,232,4
2011-09,Rest of Europe,85099B,JUMBO BAG RED RETROSPOT,628.4,330,10
2011-09,Rest of Europe,85123A,WHITE HANGING HEART T-LIGHT HOLDER,117.0,44,2
2011-09,Rest of Europe,ALL OTHER PRODUCTS,All other products,98916.89,61412,137
2011-09,Rest of World,20725,LUNCH BAG RED RETROSPOT,16.5,10,1
2011-09,Rest of World,22086,PAPER CHAIN KIT 50'S CHRISTMAS,35.400000000000006,12,1
2011-09,Rest of World,22423,REGENCY CAKESTAND 3 TIER,153.0,12,1
2011-09,Rest of World,47566,PARTY BUNTING,59.400000000000006,12,1
2011-09,Rest of World,ALL OTHER PRODUCTS,All other products,6638.08,5152,12
2011-09,United Kingdom,20725,LUNCH BAG RED RETROSPOT,2112.27,1180,138
2011-09,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS,5602.75,1953,158
2011-09,United Kingdom,22197,SMALL POPCORN HOLDER,3331.13,3856,113
2011-09,United Kingdom,22386,JUMBO BAG PINK POLKADOT,4921.93,2461,116
2011-09,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,7621.53,606,124
2011-09,United Kingdom,23166,MEDIUM CERAMIC TOP STORAGE JAR,357.18,298,27
2011-09,United Kingdom,47566,PARTY BUNTING,5752.7,994,128
2011-09,United Kingdom,79321,CHILLI LIGHTS,3677.3900000000003,675,49
2011-09,United Kingdom,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,1699.1699999999998,740,41
2011-09,United Kingdom,84879,ASSORTED COLOUR BIRD ORNAMENT,4437.04,2712,126
2011-09,United Kingdom,85099B,JUMBO BAG RED RETROSPOT,8230.97,4059,207
2011-09,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6669.36,2376,163
2011-09,United Kingdom,ALL OTHER PRODUCTS,All other products,821637.86,455402,1625
2011-10,Ireland (EIRE),20725,LUNCH BAG RED RETROSPOT,33.0,20,1
2011-10,Ireland (EIRE),22086,PAPER CHAIN KIT 50'S CHRISTMAS,172.8,64,4
2011-10,Ireland (EIRE),22197,SMALL POPCORN HOLDER,421.2,572,4
2011-10,Ireland (EIRE),22386,JUMBO BAG PINK POLKADOT,20.8,10,1
2011-10,Ireland (EIRE),22423,REGENCY CAKESTAND 3 TIER,678.5999999999999,60,8
2011-10,Ireland (EIRE),47566,PARTY BUNTING,79.2,16,3
2011-10,Ireland (EIRE),79321,CHILLI LIGHTS,23.0,4,1
2011-10,Ireland (EIRE),84879,ASSORTED COLOUR BIRD ORNAMENT,40.56,24,2
2011-10,Ireland (EIRE),85099B,JUMBO BAG RED RETROSPOT,41.6,20,2
2011-10,Ireland (EIRE),85123A,WHITE HANGING HEART T-LIGHT HOLDER,287.7,110,5
2011-10,Ireland (EIRE),ALL OTHER PRODUCTS,All other products,22004.46,14990,30
2011-10,Rest of Europe,20725,LUNCH BAG RED RETROSPOT,448.6,284,12
2011-10,Rest of Europe,22086,PAPER CHAIN KIT 50'S CHRISTMAS,106.20000000000002,36,2
2011-10,Rest of Europe,22197,SMALL POPCORN HOLDER,53.55,63,6
2011-10,Rest of Europe,22386,JUMBO BAG PINK POLKADOT,620.2,340,5
2011-10,Rest of Europe,22423,REGENCY CAKESTAND 3 TIER,3622.5,318,28
2011-10,Rest of Europe,23166,MEDIUM CERAMIC TOP STORAGE JAR,15.0,12,1
2011-10,Rest of Europe,47566,PARTY BUNTING,19.8,4,1
2011-10,Rest of Europe,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,420.29999999999995,186,6
2011-10,Rest of Europe,84879,ASSORTED COLOUR BIRD ORNAMENT,219.7,130,9
2011-10,Rest of Europe,85099B,JUMBO BAG RED RETROSPOT,917.64,483,18
2011-10,Rest of Europe,85123A,WHITE HANGING HEART T-LIGHT HOLDER,413.0,140,7
2011-10,Rest of Europe,ALL OTHER PRODUCTS,All other products,136909.42,87810,170
2011-10,Rest of World,20725,LUNCH BAG RED RETROSPOT,16.5,10,1
2011-10,Rest of World,22197,SMALL POPCORN HOLDER,72.0,100,1
2011-10,Rest of World,22386,JUMBO BAG PINK POLKADOT,179.0,100,1
2011-10,Rest of World,22423,REGENCY CAKESTAND 3 TIER,289.95,25,4
2011-10,Rest of World,23166,MEDIUM CERAMIC TOP STORAGE JAR,15.0,12,1
2011-10,Rest of World,47566,PARTY BUNTING,24.75,5,2
2011-10,Rest of World,85099B,JUMBO BAG RED RETROSPOT,20.8,10,1
2011-10,Rest of World,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2.95,1,1
2011-10,Rest of World,ALL OTHER PRODUCTS,All other products,23657.09,11407,14
2011-10,United Kingdom,20725,LUNCH BAG RED RETROSPOT,2305.75,1041,107
2011-10,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS,9743.54,3326,225
2011-10,United Kingdom,22197,SMALL POPCORN HOLDER,4263.8,5168,131
2011-10,United Kingdom,22386,JUMBO BAG PINK POLKADOT,5287.68,2756,94
2011-10,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,8664.69,678,128
2011-10,United Kingdom,23166,MEDIUM CERAMIC TOP STORAGE JAR,290.57,226,29
2011-10,United Kingdom,47566,PARTY BUNTING,3592.73,595,93
2011-10,United Kingdom,79321,CHILLI LIGHTS,4655.13,824,58
2011-10,United Kingdom,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,3985.8,1817,70
2011-10,United Kingdom,84879,ASSORTED COLOUR BIRD ORNAMENT,4399.18,2590,134
2011-10,United Kingdom,85099B,JUMBO BAG RED RETROSPOT,9505.77,4899,168
2011-10,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4046.5,1434,144
2011-10,United Kingdom,ALL OTHER PRODUCTS,All other products,850726.24,476877,1778
2011-11,Ireland (EIRE),20725,LUNCH BAG RED RETROSPOT,16.5,10,1
2011-11,Ireland (EIRE),22086,PAPER CHAIN KIT 50'S CHRISTMAS,531.9000000000001,202,5
2011-11,Ireland (EIRE),22197,SMALL POPCORN HOLDER,81.6,96,5
2011-11,Ireland (EIRE),22423,REGENCY CAKESTAND 3 TIER,595.95,49,8
2011-11,Ireland (EIRE),23166,MEDIUM CERAMIC TOP STORAGE JAR,15.0,12,1
2011-11,Ireland (EIRE),47566,PARTY BUNTING,418.20000000000005,100,2
2011-11,Ireland (EIRE),79321,CHILLI LIGHTS,23.0,4,1
2011-11,Ireland (EIRE),84347,ROTATING SILVER ANGELS T-LIGHT HLDR,153.0,60,4
2011-11,Ireland (EIRE),84879,ASSORTED COLOUR BIRD ORNAMENT,54.08,32,2
2011-11,Ireland (EIRE),85099B,JUMBO BAG RED RETROSPOT,20.8,10,1
2011-11,Ireland (EIRE),85123A,WHITE HANGING HEART T-LIGHT HOLDER,1120.8,432,9
2011-11,Ireland (EIRE),ALL OTHER PRODUCTS,All other products,26782.6,15630,42
2011-11,Rest of Europe,20725,LUNCH BAG RED RETROSPOT,377.65,241,13
2011-11,Rest of Europe,22086,PAPER CHAIN KIT 50'S CHRISTMAS,138.65000000000003,47,9
2011-11,Rest of Europe,22197,SMALL POPCORN HOLDER,251.1,326,9
2011-11,Rest of Europe,22386,JUMBO BAG PINK POLKADOT,145.60000000000002,70,4
2011-11,Rest of Europe,22423,REGENCY CAKESTAND 3 TIER,2222.5499999999997,189,27
2011-11,Rest of Europe,23166,MEDIUM CERAMIC TOP STORAGE JAR,49.92,48,1
2011-11,Rest of Europe,47566,PARTY BUNTING,64.35,13,3
2011-11,Rest of Europe,79321,CHILLI LIGHTS,23.0,4,1
2011-11,Rest of Europe,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,50.99999999999999,20,2
2011-11,Rest of Europe,84879,ASSORTED COLOUR BIRD ORNAMENT,515.92,328,8
2011-11,Rest of Europe,85099B,JUMBO BAG RED RETROSPOT,622.16,327,13
2011-11,Rest of Europe,85123A,WHITE HANGING HEART T-LIGHT HOLDER,614.5,230,9
2011-11,Rest of Europe,ALL OTHER PRODUCTS,All other products,119694.96,71482,217
2011-11,Rest of World,20725,LUNCH BAG RED RETROSPOT,161.5,110,2
2011-11,Rest of World,22086,PAPER CHAIN KIT 50'S CHRISTMAS,59.0,20,1
2011-11,Rest of World,ALL OTHER PRODUCTS,All other products,16448.05,8859,10
2011-11,United Kingdom,20725,LUNCH BAG RED RETROSPOT,3428.81,1631,140
2011-11,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS,28225.99,7629,375
2011-11,United Kingdom,22197,SMALL POPCORN HOLDER,13856.1,12030,230
2011-11,United Kingdom,22386,JUMBO BAG PINK POLKADOT,3277.18,1571,115
2011-11,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,10955.58,814,166
2011-11,United Kingdom,23166,MEDIUM CERAMIC TOP STORAGE JAR,709.65,599,38
2011-11,United Kingdom,47566,PARTY BUNTING,4258.21,803,84
2011-11,United Kingdom,79321,CHILLI LIGHTS,11439.77,2084,112
2011-11,United Kingdom,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,9424.44,2984,132
2011-11,United Kingdom,84879,ASSORTED COLOUR BIRD ORNAMENT,7811.79,4859,195
2011-11,United Kingdom,85099B,JUMBO BAG RED RETROSPOT,10996.33,5571,233
2011-11,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12395.5,4246,232
2011-11,United Kingdom,ALL OTHER PRODUCTS,All other products,1163546.29,602880,2469
